time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2005-05-05T10:04:11.610Z,6.669,-72.898,173.8,3.8,mb,8,173,,0.67,us,usp000dpyt,2014-11-07T01:25:49.314Z,"9 km W of Molagavita, Colombia",earthquake,,9.9,,1,reviewed,us,us
2005-05-07T08:24:30.360Z,6.776,-73.026,169,3.6,mb,11,85.2,,0.6,us,usp000dq4b,2014-11-07T01:25:49.969Z,"6 km WNW of Cepitá, Colombia",earthquake,,8,,1,reviewed,us,us
2005-05-08T04:24:38.810Z,6.687,-72.969,162,4.6,mb,111,46.5,,0.8,us,usp000dq6a,2014-11-07T01:25:50.152Z,"5 km E of Aratoca, Colombia",earthquake,,4.9,,44,reviewed,us,us
2005-05-09T20:21:22.770Z,0.728,-77.589,10,4.2,md,7,97.9,,0.64,us,usp000dqax,2014-11-07T01:25:50.750Z,"8 km SSW of Potosí, Colombia",earthquake,,,,,reviewed,us,qui
2005-05-10T05:18:55.570Z,6.637,-72.839,169.1,3.9,mb,22,154,,0.88,us,usp000dqc1,2014-11-07T01:25:50.893Z,"5 km SW of Molagavita, Colombia",earthquake,,7.4,,7,reviewed,us,us
2005-05-10T12:00:49.950Z,6.837,-73.118,164.7,4,mb,11,143.7,,1.32,us,usp000dqcu,2014-11-07T01:25:50.971Z,"11 km NNW of Jordán, Colombia",earthquake,,13.3,,1,reviewed,us,us
2005-05-12T05:07:03.030Z,6.747,-73.002,164.6,4.1,mb,15,80.7,,0.69,us,usp000dqk2,2014-11-07T01:25:52.160Z,"3 km WSW of Cepitá, Colombia",earthquake,,7.2,,4,reviewed,us,us
2005-05-13T18:05:32.940Z,6.77,-73.015,171.2,3.8,mb,9,99.6,,0.35,us,usp000dqqm,2014-11-07T01:25:52.987Z,"4 km WNW of Cepitá, Colombia",earthquake,,7.8,,1,reviewed,us,us
2005-05-13T19:17:59.640Z,-3.789,-80.554,38.7,5,mwc,207,76.7,,0.84,us,usp000dqqv,2022-05-02T17:20:06.756Z,"18 km SE of Zorritos, Peru",earthquake,,,,,reviewed,us,hrv
2005-05-15T07:16:48.020Z,-2.966,-79.415,83.5,4.6,mb,97,78.5,,0.8,us,usp000dqv8,2014-11-07T01:25:54.651Z,"39 km SE of Naranjal, Ecuador",earthquake,,7,,33,reviewed,us,us
2005-05-15T08:52:40.650Z,11.524,-73.39,58.2,4.3,mb,11,119,,1.35,us,usp000dqvc,2014-11-07T01:25:54.668Z,"29 km NNW of Dibulla, Colombia",earthquake,,16.9,,2,reviewed,us,us
2005-05-18T21:37:26.150Z,1.67,-76.221,23.3,4.6,mb,24,81.6,,0.74,us,usp000dr49,2014-11-07T01:25:55.780Z,"11 km WSW of Palestina, Colombia",earthquake,,,,8,reviewed,us,us
2005-05-19T01:25:51.790Z,-1.227,-80.897,38.3,4.5,mb,39,63.7,,0.8,us,usp000dr4q,2014-11-07T01:25:55.876Z,"33 km SW of Montecristi, Ecuador",earthquake,,8.4,,18,reviewed,us,us
2005-05-21T05:11:35.390Z,-3.286,-80.987,39.5,6.3,mwb,487,27.4,,0.98,us,usp000dr94,2022-07-14T16:03:12.503Z,"55 km NW of Zorritos, Peru",earthquake,,,,,reviewed,us,us
2005-05-21T08:37:18.740Z,4.484,-75.613,158.3,4.4,mb,15,140.1,,1.1,us,usp000dr98,2014-11-07T01:25:56.617Z,"5 km SSE of Calarcá, Colombia",earthquake,,11.4,,1,reviewed,us,us
2005-05-21T11:59:28.610Z,-3.205,-81.006,40.6,4.7,mb,32,93.9,,0.95,us,usp000dr9j,2014-11-07T01:25:56.645Z,"63 km NW of Zorritos, Peru",earthquake,,11.1,,7,reviewed,us,us
2005-05-21T19:49:43.190Z,4.46,-78.393,10,4,mb,19,74.9,,1.26,us,usp000dra8,2014-11-07T01:25:56.849Z,"116 km W of Santa Genoveva de Docordó, Colombia",earthquake,,,,7,reviewed,us,us
2005-05-22T18:08:29.510Z,-4.262,-80.441,73.3,4.2,mb,32,90.3,,1.05,us,usp000drck,2014-11-07T01:25:57.313Z,"38 km ESE of Papayal, Peru",earthquake,,,,9,reviewed,us,us
2005-05-24T13:43:20.030Z,9.866,-70.641,19,4.5,mb,67,51.7,,0.98,us,usp000drgf,2014-11-07T01:25:57.868Z,"59 km NNW of Trujillo, Venezuela",earthquake,,,,34,reviewed,us,us
2005-05-25T12:57:11.540Z,-3.2,-81.008,39,4.3,mb,26,88.9,,0.91,us,usp000drj6,2014-11-07T01:25:58.073Z,"64 km NW of Zorritos, Peru",earthquake,,11.8,,8,reviewed,us,us
2005-05-28T10:12:46.350Z,8.392,-74.592,76.7,4.2,mb,22,72.8,,0.99,us,usp000drqu,2014-11-07T01:25:58.799Z,"northern Colombia",earthquake,,14.1,,5,reviewed,us,us
2005-05-29T04:55:32.900Z,8.409,-74.075,108.1,3.8,mb,12,102.3,,0.89,us,usp000drsn,2014-11-07T01:25:58.980Z,"northern Colombia",earthquake,,13,,2,reviewed,us,us
2005-05-29T17:52:17.710Z,-3.251,-80.934,33.5,5,mwc,202,87.8,,0.79,us,usp000drue,2016-11-10T01:06:46.301Z,"Peru-Ecuador border region",earthquake,,,,,reviewed,us,hrv
2005-05-30T22:32:11.540Z,6.705,-72.958,171.6,3.6,mb,22,70.7,,0.66,us,usp000drxd,2014-11-07T01:25:59.966Z,"5 km SSE of Cepitá, Colombia",earthquake,,5.8,,3,reviewed,us,us
2005-06-02T08:24:31.940Z,-2.418,-78.99,114.9,4.2,mb,24,76.6,,0.86,us,usp000ds22,2014-11-07T01:26:04.514Z,"16 km NNW of Cañar, Ecuador",earthquake,,7.8,,16,reviewed,us,us
2005-06-04T23:49:48.960Z,-4.47,-79.953,84.8,4.4,mb,39,107.3,,0.91,us,usp000ds7z,2014-11-07T01:26:06.283Z,"7 km NE of Suyo, Peru",earthquake,,12.5,,22,reviewed,us,us
2005-06-05T03:15:18.170Z,6.166,-72.314,168.8,3.5,mb,5,138,,0.72,us,usp000ds8f,2014-11-07T01:26:06.373Z,"10 km NW of Sácama, Colombia",earthquake,,10.9,,2,reviewed,us,us
2005-06-05T21:12:38.670Z,6.944,-76.206,68.1,4,mb,12,97.5,,1.25,us,usp000dsaa,2014-11-07T01:26:07.789Z,"6 km NW of Uramita, Colombia",earthquake,,15.6,,1,reviewed,us,us
2005-06-06T00:52:07.820Z,3.937,-76.396,135.2,3.6,mb,16,82.2,,0.72,us,usp000dsaw,2014-11-07T01:26:07.938Z,"8 km N of Yotoco, Colombia",earthquake,,7.7,,4,reviewed,us,us
2005-06-11T01:56:01.020Z,5.142,-76.104,114.9,4,mb,14,78.8,,1.38,us,usp000dspv,2014-11-07T01:26:10.185Z,"12 km SW of Pueblo Rico, Colombia",earthquake,,11.2,,1,reviewed,us,us
2005-06-15T05:27:09.720Z,6.72,-72.964,157.5,3.8,mb,23,70.7,,0.81,us,usp000dt2w,2014-11-07T01:26:13.125Z,"3 km SSE of Cepitá, Colombia",earthquake,,,,1,reviewed,us,us
2005-06-16T18:57:11.900Z,7.526,-78.192,19.6,4.4,mb,25,63.2,,1.27,us,usp000dt79,2014-11-07T01:26:14.335Z,"3 km WNW of Jaqué, Panama",earthquake,,29.8,,9,reviewed,us,us
2005-06-20T17:58:16.990Z,-1.533,-77.577,190.3,4.1,md,25,143.9,,0.99,us,usp000dtj6,2014-11-07T01:26:15.854Z,"47 km ENE of Palora, Ecuador",earthquake,,8.2,,,reviewed,us,qui
2005-06-21T10:03:52.180Z,-1.744,-77.815,162.6,5,mwc,294,73.6,,0.78,us,usp000dtks,2016-11-10T01:07:44.246Z,"17 km ESE of Palora, Ecuador",earthquake,,,,,reviewed,us,hrv
2005-06-22T08:07:56.870Z,4.039,-75.291,10.1,3.4,mb,8,111.2,,0.95,us,usp000dtnu,2014-11-07T01:26:16.269Z,"13 km E of Playarrica, Colombia",earthquake,,15.7,,1,reviewed,us,us
2005-06-25T04:23:33.840Z,6.764,-72.992,168.4,3.6,mb,12,100,,0.73,us,usp000dtv9,2014-11-07T01:26:17.335Z,"2 km WNW of Cepitá, Colombia",earthquake,,9,,2,reviewed,us,us
2005-06-25T05:47:47.330Z,6.81,-73.013,163.8,4.1,mb,14,70.5,,0.54,us,usp000dtvc,2014-11-07T01:26:17.339Z,"7 km NW of Cepitá, Colombia",earthquake,,6.7,,3,reviewed,us,us
2005-06-26T10:25:57.660Z,6.733,-72.932,173.9,3.6,mb,12,101.3,,0.9,us,usp000dty4,2014-11-07T01:26:17.616Z,"5 km ESE of Cepitá, Colombia",earthquake,,9.1,,3,reviewed,us,us
2005-06-27T07:02:54.120Z,6.589,-72.779,171.9,3.3,mb,8,105.3,,0.84,us,usp000du08,2014-11-07T01:26:17.861Z,"9 km SSW of San José de Miranda, Colombia",earthquake,,9.7,,1,reviewed,us,us
2005-06-27T12:58:49.460Z,6.745,-73.002,164.1,3.9,mb,9,148.2,,0.58,us,usp000du0u,2014-11-07T01:26:17.949Z,"3 km WSW of Cepitá, Colombia",earthquake,,11.6,,2,reviewed,us,us
2005-06-28T14:25:59.950Z,8.078,-69.883,9,4.5,mb,26,73.8,,0.83,us,usp000du39,2020-04-16T17:30:07.327Z,"68 km SSE of Alto Barinas, Venezuela",earthquake,,10,,10,reviewed,us,us
2005-06-30T11:27:38.690Z,-1.623,-77.554,175.7,4.5,mb,144,43.5,,0.76,us,usp000du7y,2014-11-07T01:26:18.632Z,"46 km E of Palora, Ecuador",earthquake,,,,66,reviewed,us,us
2005-07-06T09:17:18.710Z,4.466,-77.495,53.1,4.3,mb,13,94.8,,0.98,us,usp000dun4,2014-11-07T01:26:26.298Z,"27 km NNW of Santa Genoveva de Docordó, Colombia",earthquake,,22.4,,1,reviewed,us,us
2005-07-06T22:26:36.640Z,6.72,-72.947,164.8,3.7,mb,7,121.6,,0.49,us,usp000duny,2014-11-07T01:26:26.406Z,"4 km SE of Cepitá, Colombia",earthquake,,8.9,,1,reviewed,us,us
2005-07-08T01:45:44.830Z,6.685,-72.921,169,3.5,mb,21,82.8,,0.5,us,usp000durb,2014-11-07T01:26:27.280Z,"9 km SE of Cepitá, Colombia",earthquake,,5.7,,4,reviewed,us,us
2005-07-08T03:55:48.260Z,9.433,-78.592,85.3,3.9,mb,15,138.8,,0.97,us,usp000durg,2014-11-07T01:26:27.292Z,"1 km SSW of Narganá, Panama",earthquake,,13.8,,6,reviewed,us,us
2005-07-09T16:56:24.700Z,6.75,-72.916,157.3,4.7,mb,167,46.6,,0.76,us,usp000duve,2014-11-07T01:26:27.889Z,"6 km E of Cepitá, Colombia",earthquake,,,,73,reviewed,us,us
2005-07-10T11:12:23.640Z,6.776,-72.982,170.8,3.8,mb,12,100,,0.4,us,usp000duwt,2014-11-07T01:26:28.129Z,"2 km NNW of Cepitá, Colombia",earthquake,,7.8,,5,reviewed,us,us
2005-07-12T05:43:27.590Z,-4.6,-77.181,150,3.7,mb,8,181.3,,1.65,us,usp000dv1n,2014-11-07T01:26:28.781Z,"61 km WNW of Barranca, Peru",earthquake,,,,1,reviewed,us,us
2005-07-13T14:49:26.080Z,6.773,-76.571,56.6,4.1,mb,13,77.8,,1.11,us,usp000dv4k,2014-11-07T01:26:29.148Z,"35 km SE of Murindó, Colombia",earthquake,,14.1,,4,reviewed,us,us
2005-07-15T17:34:56.020Z,-1.384,-80.451,113.7,4.3,mb,25,153.8,,1,us,usp000dv92,2014-11-07T01:26:30.017Z,"12 km SSW of Sucre, Ecuador",earthquake,,25.5,,17,reviewed,us,us
2005-07-15T21:02:15.720Z,8.565,-71.337,10,4.8,mwc,202,65.8,,0.7,us,usp000dv98,2016-11-10T01:08:41.831Z,"10 km W of Ejido, Venezuela",earthquake,,,,,reviewed,us,hrv
2005-07-18T03:04:34.890Z,6.784,-72.975,164,3.8,mb,12,100,,0.79,us,usp000dve3,2014-11-07T01:26:30.676Z,"3 km N of Cepitá, Colombia",earthquake,,8.6,,4,reviewed,us,us
2005-07-18T04:15:44.010Z,6.667,-72.9,172.4,4.1,mb,7,102.5,,0.7,us,usp000dved,2014-11-07T01:26:30.702Z,"10 km W of Molagavita, Colombia",earthquake,,10.4,,2,reviewed,us,us
2005-07-23T12:31:45.850Z,6.787,-72.919,169.7,3.9,mb,10,70.5,,0.67,us,usp000dvrh,2014-11-07T01:26:32.022Z,"7 km ENE of Cepitá, Colombia",earthquake,,8.2,,1,reviewed,us,us
2005-07-26T18:43:13.020Z,8.124,-73.017,166.3,3.9,mb,12,77.8,,0.5,us,usp000dw07,2014-11-07T01:26:34.129Z,"19 km WNW of Bucarasica, Colombia",earthquake,,7.8,,2,reviewed,us,us
2005-07-30T01:33:47.020Z,6.861,-73.046,157.4,3.5,mb,12,98.9,,0.59,us,usp000dw8w,2014-11-07T01:26:36.112Z,"14 km S of Piedecuesta, Colombia",earthquake,,9.5,,3,reviewed,us,us
2005-08-01T17:58:30.500Z,8.583,-70.815,0.1,4,mw,21,76.3,,,us,usp000dwfj,2014-11-07T01:26:41.642Z,"37 km E of Mérida, Venezuela",earthquake,,,,,reviewed,car,car
2005-08-03T21:20:50.460Z,2.616,-79.398,28.6,4.9,mwc,123,82.9,,0.82,us,usp000dwkp,2016-11-10T01:09:51.466Z,"103 km NW of Salahonda, Colombia",earthquake,,,,,reviewed,us,hrv
2005-08-07T12:01:50.820Z,6.237,-72.203,59.7,3.6,mb,11,118.6,,0.84,us,usp000dww4,2014-11-07T01:26:45.733Z,"16 km NNE of Sácama, Colombia",earthquake,,11,,3,reviewed,us,us
2005-08-08T09:38:38.200Z,11.754,-66.201,32.5,4.7,mw,55,65.4,,,us,usp000dwxz,2014-11-07T01:26:46.781Z,"144 km NNE of Caraballeda, Venezuela",earthquake,,,,,reviewed,car,car
2005-08-08T21:11:22.390Z,-2.259,-78.683,98.7,4.4,mb,31,147.3,,0.73,us,usp000dwz6,2014-11-07T01:26:47.402Z,"19 km ESE of Alausí, Ecuador",earthquake,,8.4,,11,reviewed,us,us
2005-08-08T22:15:34.870Z,6.741,-72.916,159.8,3.7,mb,6,101.4,,1.42,us,usp000dwz9,2014-11-07T01:26:47.408Z,"6 km ESE of Cepitá, Colombia",earthquake,,13.7,,1,reviewed,us,us
2005-08-12T05:47:03.470Z,9.18,-70.332,1,3.9,mb,8,116.3,,1.03,us,usp000dx63,2014-11-07T01:26:48.418Z,"23 km SSE of Trujillo, Venezuela",earthquake,,17,,1,reviewed,us,us
2005-08-14T16:49:51.660Z,6.864,-76.314,53,4.2,mb,18,69.3,,1.15,us,usp000dxax,2014-11-07T01:26:49.038Z,"15 km SSW of Dabeiba, Colombia",earthquake,,11.2,,2,reviewed,us,us
2005-08-14T17:47:13.230Z,6.828,-76.325,37.8,4.6,mb,85,59,,0.77,us,usp000dxb2,2014-11-07T01:26:49.045Z,"18 km WSW of Uramita, Colombia",earthquake,,8.3,,47,reviewed,us,us
2005-08-15T01:55:32.410Z,9.755,-69.802,30,4.3,mb,20,157.8,,1.06,us,usp000dxby,2014-11-07T01:26:49.119Z,"3 km SSW of El Tocuyo, Venezuela",earthquake,,,,11,reviewed,us,us
2005-08-15T01:56:52.830Z,9.726,-69.59,12.4,4.8,mb,103,75.8,,1.11,us,usp000dxbz,2014-11-07T01:26:49.122Z,"22 km S of Quíbor, Venezuela",earthquake,,21.9,,48,reviewed,us,us
2005-08-16T09:21:08.310Z,8.686,-70.68,14.8,3.6,mb,8,149.5,,0.36,us,usp000dxeq,2014-11-07T01:26:49.508Z,"30 km WSW of Barinitas, Venezuela",earthquake,,7.8,,2,reviewed,us,us
2005-08-18T07:59:52.000Z,6.761,-73.006,167.3,3.8,mb,13,84.2,,0.79,us,usp000dxk4,2014-11-07T01:26:50.040Z,"3 km WNW of Cepitá, Colombia",earthquake,,8.4,,2,reviewed,us,us
2005-08-19T03:17:23.350Z,6.78,-73.011,170.4,3.9,mb,11,70.6,,0.43,us,usp000dxms,2014-11-07T01:26:50.186Z,"4 km NW of Cepitá, Colombia",earthquake,,7.3,,1,reviewed,us,us
2005-08-21T15:16:47.590Z,6.803,-72.986,164.4,4,mb,11,99.6,,0.7,us,usp000dxsu,2014-11-07T01:26:51.165Z,"5 km NNW of Cepitá, Colombia",earthquake,,,,2,reviewed,us,us
2005-08-23T06:32:25.340Z,-4.946,-80.412,54.7,4.8,mb,91,53,,0.86,us,usp000dxvz,2014-11-07T01:26:51.653Z,"7 km WSW of Tambo Grande, Peru",earthquake,,,,31,reviewed,us,us
2005-08-24T14:10:26.110Z,6.775,-72.968,166.7,4.3,mb,9,167.8,,0.41,us,usp000dxyk,2014-11-07T01:26:52.043Z,"2 km NNE of Cepitá, Colombia",earthquake,,11.6,,1,reviewed,us,us
2005-08-26T08:55:57.440Z,-1.231,-77.532,158.7,4.2,md,25,170.9,,0.49,us,usp000dy32,2014-11-07T01:26:52.779Z,"40 km SE of Tena, Ecuador",earthquake,,28.7,,,reviewed,us,qui
2005-08-27T00:06:12.640Z,6.795,-72.962,164.5,4,mb,20,70.5,,0.64,us,usp000dy4d,2014-11-07T01:26:52.942Z,"4 km NNE of Cepitá, Colombia",earthquake,,6.4,,4,reviewed,us,us
2005-08-28T02:35:26.120Z,6.818,-73.004,162.3,4.2,mb,26,119.5,,0.66,us,usp000dy6b,2014-11-07T01:26:53.429Z,"7 km NNW of Cepitá, Colombia",earthquake,,6.7,,13,reviewed,us,us
2005-08-28T03:04:20.080Z,-1.34,-77.629,209,3.8,mb,16,88.5,,0.74,us,usp000dy6d,2014-11-07T01:26:53.433Z,"43 km SSE of Tena, Ecuador",earthquake,,19,,5,reviewed,us,us
2005-08-28T23:03:10.400Z,11.42,-70.42,25,4.2,mb,25,57.6,,,us,usp000dy8b,2014-11-07T01:26:54.072Z,"34 km SW of Punta Cardón, Venezuela",earthquake,,,,2,reviewed,car,us
2005-08-30T10:48:53.910Z,6.794,-72.955,159.4,3.8,mb,25,70.5,,0.72,us,usp000dyb8,2014-11-07T01:26:54.530Z,"4 km NNE of Cepitá, Colombia",earthquake,,,,9,reviewed,us,us
2005-09-03T15:50:44.100Z,-4.197,-77.737,100.7,4,mb,16,162.7,,0.96,us,usp000dypm,2014-11-07T01:26:59.942Z,"120 km ESE of Yantzaza, Ecuador",earthquake,,20.8,,3,reviewed,us,us
2005-09-04T18:06:35.420Z,7.46,-73.964,112.4,3.7,mb,6,183.7,,0.65,us,usp000dys3,2014-11-07T01:27:00.396Z,"10 km NNW of Cantagallo, Colombia",earthquake,,12.7,,3,reviewed,us,us
2005-09-15T06:46:26.520Z,10.128,-72.379,178.6,4.3,mb,15,82.1,,0.72,us,usp000dzfz,2014-11-07T01:27:04.361Z,"20 km ENE of Machiques, Venezuela",earthquake,,16.4,,1,reviewed,us,us
2005-09-18T21:34:28.910Z,6.83,-77.95,30,4.8,mb,94,69.8,,0.78,us,usp000dzpu,2014-11-07T01:27:05.740Z,"36 km SW of Juradó, Colombia",earthquake,,,,51,reviewed,us,us
2005-09-18T22:10:12.860Z,6.921,-77.733,78.2,3.7,mb,7,171.4,,0.23,us,usp000dzq0,2014-11-07T01:27:05.768Z,"20 km S of Juradó, Colombia",earthquake,,30.7,,2,reviewed,us,us
2005-09-20T10:33:51.260Z,6.763,-72.944,173.2,3.7,mb,12,100.7,,0.55,us,usp000dzsy,2014-11-07T01:27:06.357Z,"3 km ENE of Cepitá, Colombia",earthquake,,7.4,,2,reviewed,us,us
2005-09-21T00:09:13.040Z,-3.197,-77.655,76.2,4.5,mb,34,91.2,,1.02,us,usp000dzuj,2014-11-07T01:27:06.695Z,"99 km SE of Sucúa, Ecuador",earthquake,,14,,11,reviewed,us,us
2005-09-21T11:06:23.460Z,6.864,-76.406,40.1,4.5,mb,40,71,,0.99,us,usp000dzv7,2014-11-07T01:27:06.868Z,"21 km SW of Dabeiba, Colombia",earthquake,,12.4,,14,reviewed,us,us
2005-09-26T11:56:17.570Z,3.508,-78.773,35,4.7,mb,33,146.2,,0.99,us,usp000e0aa,2014-11-07T01:27:10.242Z,"116 km NNW of Mosquera, Colombia",earthquake,,,,11,reviewed,us,us
2005-09-27T19:50:41.400Z,6.831,-73.059,162.2,4,mb,7,98.2,,0.59,us,usp000e0d2,2014-11-07T01:27:10.797Z,"11 km NNE of Jordán, Colombia",earthquake,,9.7,,1,reviewed,us,us
2005-10-02T22:07:22.930Z,4.417,-76.532,98.9,4.7,mb,155,65.2,,0.99,us,usp000e0ru,2014-11-07T01:27:15.890Z,"29 km SSE of Sipí, Colombia",earthquake,,,,64,reviewed,us,us
2005-10-03T14:06:19.990Z,9.469,-77.904,35.5,5.2,mwc,338,35.8,,0.74,us,usp000e0tv,2022-05-02T18:01:42.363Z,"29 km NNE of Ailigandí, Panama",earthquake,,,,,reviewed,us,hrv
2005-10-08T22:12:24.880Z,7.738,-73.112,152.6,3.9,mb,6,85.2,,0.32,us,usp000e19j,2014-11-07T01:27:20.030Z,"7 km W of Cáchira, Colombia",earthquake,,11.7,,1,reviewed,us,us
2005-10-11T01:10:55.510Z,6.285,-77.371,85.8,3.9,mb,9,86.9,,0.8,us,usp000e1js,2014-11-07T01:27:22.242Z,"7 km NNE of Bahía Solano, Colombia",earthquake,,35.8,,1,reviewed,us,us
2005-10-13T22:05:08.290Z,-1.616,-77.326,234.7,4.2,mb,11,157.4,,1.13,us,usp000e1s2,2014-11-07T01:27:23.242Z,"71 km E of Palora, Ecuador",earthquake,,26.7,,6,reviewed,us,us
2005-10-19T20:53:44.800Z,11.37,-69.61,13.6,4.3,mb,28,57.8,,,us,usp000e298,2014-11-07T01:27:26.816Z,"7 km ESE of Coro, Venezuela",earthquake,,,,3,reviewed,car,us
2005-10-20T05:49:03.810Z,6.774,-72.91,165.2,4.5,mb,76,46.2,,0.91,us,usp000e2a5,2014-11-07T01:27:26.890Z,"7 km ENE of Cepitá, Colombia",earthquake,,,,40,reviewed,us,us
2005-10-21T22:45:29.220Z,6.841,-72.991,165.7,4,mb,9,126,,0.79,us,usp000e2ft,2014-11-07T01:27:27.594Z,"9 km N of Cepitá, Colombia",earthquake,,9.9,,2,reviewed,us,us
2005-10-23T19:29:09.200Z,9.712,-73.37,113.2,4.3,mb,29,54.8,,1.1,us,usp000e2nm,2014-11-07T01:27:28.204Z,"9 km W of Becerril, Colombia",earthquake,,,,6,reviewed,us,us
2005-10-24T03:49:28.550Z,6.735,-73.031,169,3.9,mb,13,96.9,,0.94,us,usp000e2q0,2014-11-07T01:27:28.363Z,"4 km NNW of Aratoca, Colombia",earthquake,,9.1,,1,reviewed,us,us
2005-10-24T17:35:33.830Z,-0.507,-77.745,35,4.8,mb,28,140.7,,0.83,us,usp000e2rg,2021-10-20T18:09:49.258Z,"45 km N of Archidona, Ecuador",earthquake,,,,9,reviewed,us,us
2005-10-26T22:40:21.490Z,-1.975,-77.827,139,4,mb,19,93.2,,1.08,us,usp000e2wp,2014-11-07T01:27:29.393Z,"33 km SSE of Palora, Ecuador",earthquake,,14.3,,3,reviewed,us,us
2005-10-29T11:03:00.410Z,11.701,-73.905,68.2,4.3,mb,11,151.5,,1,us,usp000e32x,2014-11-07T01:27:30.231Z,"60 km NNE of Santa Marta, Colombia",earthquake,,18.5,,2,reviewed,us,us
2005-11-01T03:04:45.930Z,6.823,-73.018,165.2,3.9,mb,16,98.9,,0.6,us,usp000e38z,2014-11-07T01:27:32.807Z,"9 km NNW of Cepitá, Colombia",earthquake,,7,,4,reviewed,us,us
2005-11-02T20:42:14.280Z,6.817,-72.932,164.7,4.1,mb,12,100.3,,0.84,us,usp000e3cc,2014-11-07T01:27:34.323Z,"8 km NE of Cepitá, Colombia",earthquake,,8.2,,1,reviewed,us,us
2005-11-04T17:40:52.990Z,-1.584,-77.751,193.4,4,mb,9,92.6,,0.91,us,usp000e3ge,2014-11-07T01:27:35.894Z,"27 km ENE of Palora, Ecuador",earthquake,,19.2,,2,reviewed,us,us
2005-11-05T09:11:03.070Z,-1.99,-80.331,67.3,5.1,mwc,82,50.9,,0.91,us,usp000e3j4,2022-05-02T18:05:36.380Z,"22 km SSW of Pedro Carbo, Ecuador",earthquake,,6.6,,,reviewed,us,hrv
2005-11-07T03:05:37.730Z,6.706,-72.974,175.6,4.4,mb,8,101,,0.8,us,usp000e3nn,2014-11-07T01:27:36.789Z,"5 km ENE of Aratoca, Colombia",earthquake,,9.8,,1,reviewed,us,us
2005-11-08T03:58:27.620Z,6.723,-72.963,170.1,4.1,mb,41,62.3,,0.65,us,usp000e3qy,2014-11-07T01:27:37.022Z,"3 km SSE of Cepitá, Colombia",earthquake,,5.1,,15,reviewed,us,us
2005-11-08T04:45:17.880Z,6.77,-72.999,172.2,3.5,mb,7,99.8,,0.59,us,usp000e3qz,2014-11-07T01:27:37.026Z,"3 km WNW of Cepitá, Colombia",earthquake,,9.1,,1,reviewed,us,us
2005-11-09T11:33:13.190Z,-1.024,-76.943,248.3,5.9,mwb,492,19.3,,0.84,us,usp000e3u8,2022-07-14T13:41:36.811Z,"42 km SSE of Boca Suno, Ecuador",earthquake,,,,,reviewed,us,us
2005-11-11T08:23:34.530Z,6.756,-72.984,169.5,3.7,mb,10,100.2,,0.24,us,usp000e3yb,2014-11-07T01:27:38.221Z,"1 km W of Cepitá, Colombia",earthquake,,7.9,,1,reviewed,us,us
2005-11-11T19:10:31.890Z,-3.749,-76.998,87.8,4.8,mwc,203,93.2,,0.72,us,usp000e3z9,2016-11-10T01:14:21.442Z,"69 km WSW of Alianza Cristiana, Peru",earthquake,,,,,reviewed,us,hrv
2005-11-12T23:04:25.860Z,-2.694,-80.911,38.3,4.3,mb,13,101.9,,0.65,us,usp000e41r,2014-11-07T01:27:38.948Z,"50 km S of La Libertad, Ecuador",earthquake,,11.9,,3,reviewed,us,us
2005-11-14T07:17:36.770Z,6.84,-73.048,162.9,3.9,mb,11,118.6,,1.12,us,usp000e44y,2014-11-07T01:27:39.292Z,"12 km NW of Cepitá, Colombia",earthquake,,10.2,,2,reviewed,us,us
2005-11-15T15:51:01.730Z,5.963,-77.068,35,4.4,mb,18,154.2,,1.06,us,usp000e47z,2014-11-07T01:27:39.644Z,"35 km NE of Nuquí, Colombia",earthquake,,,,10,reviewed,us,us
2005-11-15T20:47:18.290Z,5.323,-78.019,48.3,4.6,mb,27,150.5,,1.09,us,usp000e48t,2014-11-07T01:27:39.755Z,"83 km WNW of Pizarro, Colombia",earthquake,,13.1,,9,reviewed,us,us
2005-11-19T06:19:50.060Z,4.949,-72.523,50.2,3.4,mb,12,120.4,,1.16,us,usp000e4g0,2014-11-07T01:27:41.063Z,"22 km N of Ubalá, Colombia",earthquake,,13.4,,3,reviewed,us,us
2005-11-20T20:24:37.310Z,7.933,-74.824,93.1,3.8,mb,7,192.8,,0.32,us,usp000e4kn,2014-11-07T01:27:41.677Z,"16 km NNW of San Carlos, Colombia",earthquake,,15.1,,1,reviewed,us,us
2005-11-22T14:31:45.410Z,-3.288,-79.98,10,4.4,mb,8,162.9,,1.29,us,usp000e4qb,2014-11-07T01:27:42.318Z,"3 km SE of Puerto Bolívar, Ecuador",earthquake,,,,2,reviewed,us,us
2005-11-23T17:50:51.460Z,6.777,-72.88,160.9,4.6,mb,71,46.7,,0.76,us,usp000e4sc,2014-11-07T01:27:42.698Z,"5 km SW of San Andrés, Colombia",earthquake,,,,31,reviewed,us,us
2005-11-24T23:56:51.760Z,-2.398,-77.125,130.1,4.2,mb,22,142.9,,1.55,us,usp000e4uk,2014-11-07T01:27:43.140Z,"110 km E of Macas, Ecuador",earthquake,,20.5,,15,reviewed,us,us
